studentID,Year,Semester,GPA
1019,2022,Spring,3.351
1019,2022,Summer,3.318
1019,2022,Fall,3.431
1019,2023,Spring,3.364
1019,2023,Summer,3.491
1019,2023,Fall,3.507
1019,2024,Spring,3.609
1019,2024,Summer,3.597
1019,2024,Fall,3.391
1019,2025,Spring,3.608
1019,2025,Summer,3.672
1019,2025,Fall,3.735
1020,2020,Spring,3.109
1020,2020,Summer,3.073
1020,2020,Fall,3.0
1020,2021,Spring,3.251
1020,2021,Summer,2.869
1020,2021,Fall,3.08
1020,2022,Spring,3.168
1020,2022,Summer,3.203
1020,2022,Fall,3.268
1020,2023,Spring,2.937
1020,2023,Summer,2.812
1020,2023,Fall,3.4
1020,2024,Spring,3.247
1020,2024,Summer,2.987
1020,2024,Fall,3.473
1020,2025,Spring,3.222
1020,2025,Summer,3.39
1020,2025,Fall,3.194
1021,2020,Spring,3.463
1021,2020,Summer,3.584
1021,2020,Fall,3.959
1021,2021,Spring,3.913
1021,2021,Summer,3.66
1021,2021,Fall,3.732
1021,2022,Spring,3.545
1021,2022,Summer,4.0
1021,2022,Fall,4.0
1021,2023,Spring,3.939
1021,2023,Summer,3.986
1021,2023,Fall,3.61
1021,2024,Spring,3.981
1021,2024,Summer,4.0
1021,2024,Fall,4.0
1021,2025,Spring,4.0
1021,2025,Summer,4.0
1021,2025,Fall,4.0
1022,2020,Spring,2.538
1022,2020,Summer,2.845
1022,2020,Fall,2.592
1022,2021,Spring,2.978
1022,2021,Summer,2.835
1022,2021,Fall,2.564
1022,2022,Spring,2.645
1022,2022,Summer,2.454
1022,2022,Fall,2.637
1022,2023,Spring,2.834
1022,2023,Summer,2.368
1022,2023,Fall,2.649
1022,2024,Spring,2.442
1022,2024,Summer,2.307
1022,2024,Fall,2.428
1022,2025,Spring,2.242
1022,2025,Summer,2.254
1022,2025,Fall,2.114
1023,2020,Spring,3.648
1023,2020,Summer,3.637
1023,2020,Fall,3.638
1023,2021,Spring,3.587
1023,2021,Summer,3.531
1023,2021,Fall,3.625
1023,2022,Spring,3.593
1023,2022,Summer,3.506
1023,2022,Fall,3.728
1023,2023,Spring,3.608
1023,2023,Summer,3.541
1023,2023,Fall,3.475
1023,2024,Spring,3.675
1023,2024,Summer,3.523
1023,2024,Fall,3.601
1023,2025,Spring,3.684
1023,2025,Summer,3.526
1023,2025,Fall,3.606
1024,2020,Spring,3.422
1024,2020,Summer,3.265
1024,2020,Fall,3.303
1024,2021,Spring,3.246
1024,2021,Summer,3.386
1024,2021,Fall,3.288
1024,2022,Spring,3.192
1024,2022,Summer,3.221
1024,2022,Fall,3.071
1024,2023,Spring,2.971
1024,2023,Summer,3.077
1024,2023,Fall,2.963
1024,2024,Spring,2.808
1024,2024,Summer,2.782
1024,2024,Fall,2.694
1024,2025,Spring,2.631
1024,2025,Summer,2.731
1024,2025,Fall,2.787
1025,2020,Spring,2.581
1025,2020,Summer,2.531
1025,2020,Fall,2.578
1025,2021,Spring,2.617
1025,2021,Summer,2.551
1025,2021,Fall,2.601
1025,2022,Spring,2.515
1025,2022,Summer,2.684
1025,2022,Fall,2.696
1025,2023,Spring,2.706
1025,2023,Summer,2.689
1025,2023,Fall,2.722
1025,2024,Spring,2.698
1025,2024,Summer,2.672
1025,2024,Fall,2.773
1025,2025,Spring,2.793
1025,2025,Summer,2.874
1025,2025,Fall,2.878
1026,2020,Spring,3.25
1026,2020,Summer,3.104
1026,2020,Fall,3.122
1026,2021,Spring,3.268
1026,2021,Summer,3.219
1026,2021,Fall,3.133
1026,2022,Spring,3.268
1026,2022,Summer,3.024
1026,2022,Fall,3.153
1026,2023,Spring,3.078
1026,2023,Summer,3.057
1026,2023,Fall,3.116
1026,2024,Spring,3.06
1026,2024,Summer,3.032
1026,2024,Fall,3.145
1026,2025,Spring,3.036
1026,2025,Summer,3.081
1026,2025,Fall,2.933
1027,2020,Spring,2.975
1027,2020,Summer,3.043
1027,2020,Fall,3.237
1027,2021,Spring,3.286
1027,2021,Summer,3.313
1027,2021,Fall,3.494
1027,2022,Spring,3.347
1027,2022,Summer,3.354
1027,2022,Fall,3.318
1027,2023,Spring,3.519
1027,2023,Summer,3.389
1027,2023,Fall,3.438
1027,2024,Spring,3.601
1027,2024,Summer,3.639
1027,2024,Fall,3.296
1027,2025,Spring,3.665
1027,2025,Summer,3.568
1027,2025,Fall,3.763
1028,2020,Spring,2.756
1028,2020,Summer,2.894
1028,2020,Fall,2.979
1028,2021,Spring,3.212
1028,2021,Summer,3.044
1028,2021,Fall,3.032
1028,2022,Spring,3.199
1028,2022,Summer,2.852
1028,2022,Fall,3.158
1028,2023,Spring,3.271
1028,2023,Summer,3.008
1028,2023,Fall,3.333
1028,2024,Spring,3.303
1028,2024,Summer,3.199
1028,2024,Fall,3.357
1028,2025,Spring,3.587
1028,2025,Summer,3.341
1028,2025,Fall,3.394
1029,2020,Spring,3.024
1029,2020,Summer,2.86
1029,2020,Fall,2.798
1029,2021,Spring,2.914
1029,2021,Summer,2.887
1029,2021,Fall,2.738
1029,2022,Spring,2.753
1029,2022,Summer,2.675
1029,2022,Fall,2.81
1029,2023,Spring,2.824
1029,2023,Summer,2.793
1029,2023,Fall,2.763
1029,2024,Spring,2.546
1029,2024,Summer,2.646
1029,2024,Fall,2.532
1029,2025,Spring,2.592
1029,2025,Summer,2.585
1029,2025,Fall,2.646
1030,2020,Spring,2.817
1030,2020,Summer,2.45
1030,2020,Fall,3.11
1030,2021,Spring,2.648
1030,2021,Summer,2.548
1030,2021,Fall,2.64
1030,2022,Spring,2.576
1030,2022,Summer,2.43
1030,2022,Fall,2.209
1030,2023,Spring,2.435
1030,2023,Summer,2.609
1030,2023,Fall,2.48
1030,2024,Spring,2.511
1030,2024,Summer,2.01
1030,2024,Fall,1.892
1030,2025,Spring,2.041
1030,2025,Summer,1.98
1030,2025,Fall,2.153
1031,2020,Spring,2.585
1031,2020,Summer,2.469
1031,2020,Fall,2.603
1031,2021,Spring,2.479
1031,2021,Summer,2.581
1031,2021,Fall,2.682
1031,2022,Spring,2.78
1031,2022,Summer,2.639
1031,2022,Fall,2.65
1031,2023,Spring,2.782
1031,2023,Summer,2.713
1031,2023,Fall,2.82
1031,2024,Spring,2.889
1031,2024,Summer,2.793
1031,2024,Fall,2.967
1031,2025,Spring,2.972
1031,2025,Summer,3.025
1031,2025,Fall,2.905
1032,2020,Spring,2.673
1032,2020,Summer,2.47
1032,2020,Fall,3.215
1032,2021,Spring,2.767
1032,2021,Summer,2.719
1032,2021,Fall,2.742
1032,2022,Spring,2.825
1032,2022,Summer,2.719
1032,2022,Fall,2.666
1032,2023,Spring,2.712
1032,2023,Summer,2.772
1032,2023,Fall,2.703
1032,2024,Spring,2.71
1032,2024,Summer,2.83
1032,2024,Fall,2.79
1032,2025,Spring,3.172
1032,2025,Summer,2.325
1032,2025,Fall,3.082
1033,2020,Spring,3.425
1033,2020,Summer,3.294
1033,2020,Fall,3.28
1033,2021,Spring,3.318
1033,2021,Summer,3.249
1033,2021,Fall,3.069
1033,2022,Spring,3.128
1033,2022,Summer,3.058
1033,2022,Fall,3.078
1033,2023,Spring,2.974
1033,2023,Summer,2.933
1033,2023,Fall,2.92
1033,2024,Spring,2.855
1033,2024,Summer,2.761
1033,2024,Fall,2.801
1033,2025,Spring,2.772
1033,2025,Summer,2.727
1033,2025,Fall,2.592
1034,2020,Spring,2.986
1034,2020,Summer,2.909
1034,2020,Fall,2.854
1034,2021,Spring,3.011
1034,2021,Summer,2.763
1034,2021,Fall,2.925
1034,2022,Spring,2.949
1034,2022,Summer,2.816
1034,2022,Fall,2.886
1034,2023,Spring,2.775
1034,2023,Summer,2.909
1034,2023,Fall,2.828
1034,2024,Spring,2.825
1034,2024,Summer,2.906
1034,2024,Fall,2.77
1034,2025,Spring,2.734
1034,2025,Summer,2.667
1034,2025,Fall,2.869
1035,2020,Spring,2.413
1035,2020,Summer,2.559
1035,2020,Fall,2.815
1035,2021,Spring,2.747
1035,2021,Summer,2.692
1035,2021,Fall,2.97
1035,2022,Spring,3.143
1035,2022,Summer,2.931
1035,2022,Fall,2.814
1035,2023,Spring,2.906
1035,2023,Summer,2.776
1035,2023,Fall,3.015
1035,2024,Spring,2.851
1035,2024,Summer,3.125
1035,2024,Fall,3.374
1035,2025,Spring,3.268
1035,2025,Summer,3.095
1035,2025,Fall,3.282
1036,2020,Spring,3.24
1036,2020,Summer,3.306
1036,2020,Fall,3.455
1036,2021,Spring,3.614
1036,2021,Summer,3.669
1036,2021,Fall,3.535
1036,2022,Spring,3.733
1036,2022,Summer,3.573
1036,2022,Fall,3.646
1036,2023,Spring,3.588
1036,2023,Summer,3.642
1036,2023,Fall,3.629
1036,2024,Spring,3.747
1036,2024,Summer,4.0
1036,2024,Fall,3.784
1036,2025,Spring,4.0
1036,2025,Summer,4.0
1036,2025,Fall,4.0
1037,2020,Spring,2.806
1037,2020,Summer,2.653
1037,2020,Fall,2.77
1037,2021,Spring,2.778
1037,2021,Summer,2.686
1037,2021,Fall,2.866
1037,2022,Spring,2.837
1037,2022,Summer,2.834
1037,2022,Fall,2.864
1037,2023,Spring,2.88
1037,2023,Summer,2.971
1037,2023,Fall,2.894
1037,2024,Spring,2.855
1037,2024,Summer,2.883
1037,2024,Fall,2.966
1037,2025,Spring,3.012
1037,2025,Summer,2.887
1037,2025,Fall,3.031
1038,2020,Spring,2.496
1038,2020,Summer,2.514
1038,2020,Fall,2.528
1038,2021,Spring,2.485
1038,2021,Summer,2.567
1038,2021,Fall,2.624
1038,2022,Spring,2.674
1038,2022,Summer,2.68
1038,2022,Fall,2.707
1038,2023,Spring,2.736
1038,2023,Summer,2.675
1038,2023,Fall,2.617
1038,2024,Spring,2.803
1038,2024,Summer,2.762
1038,2024,Fall,2.809
1038,2025,Spring,2.763
1038,2025,Summer,2.748
1038,2025,Fall,2.927
1039,2020,Spring,2.935
1039,2020,Summer,3.141
1039,2020,Fall,2.763
1039,2021,Spring,3.149
1039,2021,Summer,2.836
1039,2021,Fall,3.285
1039,2022,Spring,3.053
1039,2022,Summer,3.088
1039,2022,Fall,3.171
1039,2023,Spring,2.795
1039,2023,Summer,2.988
1039,2023,Fall,3.325
1039,2024,Spring,3.337
1039,2024,Summer,3.196
1039,2024,Fall,2.937
1039,2025,Spring,3.328
1039,2025,Summer,3.314
1039,2025,Fall,3.228
1040,2020,Spring,3.65
1040,2020,Summer,3.293
1040,2020,Fall,3.29
1040,2021,Spring,3.516
1040,2021,Summer,3.466
1040,2021,Fall,3.241
1040,2022,Spring,3.269
1040,2022,Summer,3.22
1040,2022,Fall,3.109
1040,2023,Spring,3.173
1040,2023,Summer,3.1
1040,2023,Fall,3.132
1040,2024,Spring,3.229
1040,2024,Summer,3.195
1040,2024,Fall,3.347
1040,2025,Spring,3.082
1040,2025,Summer,3.237
1040,2025,Fall,3.111
1041,2020,Spring,3.181
1041,2020,Summer,3.209
1041,2020,Fall,2.789
1041,2021,Spring,3.066
1041,2021,Summer,2.946
1041,2021,Fall,2.968
1041,2022,Spring,3.175
1041,2022,Summer,2.971
1041,2022,Fall,3.023
1041,2023,Spring,3.113
1041,2023,Summer,3.047
1041,2023,Fall,2.967
1041,2024,Spring,3.29
1041,2024,Summer,3.29
1041,2024,Fall,3.223
1041,2025,Spring,3.164
1041,2025,Summer,3.081
1041,2025,Fall,3.115
1042,2020,Spring,3.653
1042,2020,Summer,3.653
1042,2020,Fall,3.784
1042,2021,Spring,3.839
1042,2021,Summer,3.852
1042,2021,Fall,4.0
1042,2022,Spring,3.826
1042,2022,Summer,3.709
1042,2022,Fall,3.668
1042,2023,Spring,3.806
1042,2023,Summer,3.87
1042,2023,Fall,4.0
1042,2024,Spring,3.891
1042,2024,Summer,3.962
1042,2024,Fall,3.968
1042,2025,Spring,4.0
1042,2025,Summer,4.0
1042,2025,Fall,3.953
1043,2020,Spring,2.634
1043,2020,Summer,2.924
1043,2020,Fall,2.931
1043,2021,Spring,2.992
1043,2021,Summer,3.058
1043,2021,Fall,3.022
1043,2022,Spring,3.07
1043,2022,Summer,3.088
1043,2022,Fall,3.096
1043,2023,Spring,3.201
1043,2023,Summer,3.195
1043,2023,Fall,3.315
1043,2024,Spring,3.035
1043,2024,Summer,3.178
1043,2024,Fall,3.089
1043,2025,Spring,3.07
1043,2025,Summer,3.063
1043,2025,Fall,3.283
1044,2020,Spring,3.18
1044,2020,Summer,3.119
1044,2020,Fall,2.97
1044,2021,Spring,3.274
1044,2021,Summer,3.219
1044,2021,Fall,3.438
1044,2022,Spring,3.165
1044,2022,Summer,3.189
1044,2022,Fall,3.221
1044,2023,Spring,3.426
1044,2023,Summer,3.174
1044,2023,Fall,3.249
1044,2024,Spring,3.328
1044,2024,Summer,3.233
1044,2024,Fall,3.181
1044,2025,Spring,3.3
1044,2025,Summer,3.369
1044,2025,Fall,3.132
1045,2020,Spring,3.021
1045,2020,Summer,3.019
1045,2020,Fall,3.049
1045,2021,Spring,2.974
1045,2021,Summer,2.951
1045,2021,Fall,2.763
1045,2022,Spring,3.06
1045,2022,Summer,3.032
1045,2022,Fall,2.755
1045,2023,Spring,2.902
1045,2023,Summer,2.755
1045,2023,Fall,2.868
1045,2024,Spring,2.968
1045,2024,Summer,2.938
1045,2024,Fall,2.958
1045,2025,Spring,2.993
1045,2025,Summer,2.773
1045,2025,Fall,2.685
1046,2020,Spring,2.773
1046,2020,Summer,2.857
1046,2020,Fall,2.984
1046,2021,Spring,3.069
1046,2021,Summer,2.961
1046,2021,Fall,3.08
1046,2022,Spring,2.889
1046,2022,Summer,3.245
1046,2022,Fall,3.055
1046,2023,Spring,3.272
1046,2023,Summer,3.122
1046,2023,Fall,3.172
1046,2024,Spring,3.231
1046,2024,Summer,3.176
1046,2024,Fall,3.237
1046,2025,Spring,3.379
1046,2025,Summer,3.177
1046,2025,Fall,3.284
1047,2020,Spring,3.028
1047,2020,Summer,2.931
1047,2020,Fall,2.939
1047,2021,Spring,3.068
1047,2021,Summer,3.018
1047,2021,Fall,3.116
1047,2022,Spring,3.068
1047,2022,Summer,3.193
1047,2022,Fall,3.161
1047,2023,Spring,3.33
1047,2023,Summer,3.222
1047,2023,Fall,3.288
1047,2024,Spring,3.337
1047,2024,Summer,3.281
1047,2024,Fall,3.543
1047,2025,Spring,3.402
1047,2025,Summer,3.483
1047,2025,Fall,3.389
1048,2020,Spring,3.088
1048,2020,Summer,3.099
1048,2020,Fall,3.131
1048,2021,Spring,3.106
1048,2021,Summer,3.214
1048,2021,Fall,3.209
1048,2022,Spring,3.187
1048,2022,Summer,3.16
1048,2022,Fall,3.2
1048,2023,Spring,3.114
1048,2023,Summer,3.174
1048,2023,Fall,3.179
1048,2024,Spring,3.201
1048,2024,Summer,3.2
1048,2024,Fall,3.346
1048,2025,Spring,3.321
1048,2025,Summer,3.213
1048,2025,Fall,3.306
1049,2020,Spring,3.549
1049,2020,Summer,3.438
1049,2020,Fall,3.478
1049,2021,Spring,3.543
1049,2021,Summer,3.442
1049,2021,Fall,3.572
1049,2022,Spring,3.567
1049,2022,Summer,3.581
1049,2022,Fall,3.557
1049,2023,Spring,3.688
1049,2023,Summer,3.607
1049,2023,Fall,3.743
1049,2024,Spring,3.651
1049,2024,Summer,3.651
1049,2024,Fall,3.622
1049,2025,Spring,3.698
1049,2025,Summer,3.73
1049,2025,Fall,3.796
1050,2020,Spring,3.926
1050,2020,Summer,3.887
1050,2020,Fall,3.983
1050,2021,Spring,3.752
1050,2021,Summer,3.821
1050,2021,Fall,3.616
1050,2022,Spring,3.971
1050,2022,Summer,3.958
1050,2022,Fall,3.798
1050,2023,Spring,4.0
1050,2023,Summer,3.657
1050,2023,Fall,3.637
1050,2024,Spring,3.932
1050,2024,Summer,4.0
1050,2024,Fall,4.0
1050,2025,Spring,3.818
1050,2025,Summer,4.0
1050,2025,Fall,3.851
1051,2020,Spring,3.051
1051,2020,Summer,2.962
1051,2020,Fall,3.032
1051,2021,Spring,2.916
1051,2021,Summer,3.125
1051,2021,Fall,3.108
1051,2022,Spring,3.121
1051,2022,Summer,2.989
1051,2022,Fall,3.119
1051,2023,Spring,3.111
1051,2023,Summer,2.954
1051,2023,Fall,3.138
1051,2024,Spring,3.176
1051,2024,Summer,3.255
1051,2024,Fall,2.991
1051,2025,Spring,3.265
1051,2025,Summer,3.105
1051,2025,Fall,3.278
1052,2020,Spring,3.027
1052,2020,Summer,3.194
1052,2020,Fall,3.067
1052,2021,Spring,3.168
1052,2021,Summer,3.081
1052,2021,Fall,3.146
1052,2022,Spring,3.139
1052,2022,Summer,2.966
1052,2022,Fall,3.187
1052,2023,Spring,3.083
1052,2023,Summer,2.937
1052,2023,Fall,3.055
1052,2024,Spring,3.255
1052,2024,Summer,3.145
1052,2024,Fall,3.057
1052,2025,Spring,3.085
1052,2025,Summer,3.036
1052,2025,Fall,3.267
1053,2020,Spring,3.103
1053,2020,Summer,3.156
1053,2020,Fall,3.087
1053,2021,Spring,3.094
1053,2021,Summer,3.136
1053,2021,Fall,3.063
1053,2022,Spring,3.178
1053,2022,Summer,3.012
1053,2022,Fall,3.157
1053,2023,Spring,3.284
1053,2023,Summer,3.099
1053,2023,Fall,3.21
1053,2024,Spring,3.267
1053,2024,Summer,3.269
1053,2024,Fall,3.217
1053,2025,Spring,3.423
1053,2025,Summer,2.943
1053,2025,Fall,3.666
1054,2020,Spring,2.829
1054,2020,Summer,2.67
1054,2020,Fall,2.788
1054,2021,Spring,2.735
1054,2021,Summer,2.717
1054,2021,Fall,2.883
1054,2022,Spring,2.807
1054,2022,Summer,2.787
1054,2022,Fall,2.851
1054,2023,Spring,2.868
1054,2023,Summer,2.808
1054,2023,Fall,2.847
1054,2024,Spring,2.996
1054,2024,Summer,2.82
1054,2024,Fall,2.863
1054,2025,Spring,2.947
1054,2025,Summer,2.908
1054,2025,Fall,2.941
1055,2020,Spring,3.137
1055,2020,Summer,3.181
1055,2020,Fall,3.256
1055,2021,Spring,3.126
1055,2021,Summer,3.117
1055,2021,Fall,3.234
1055,2022,Spring,3.146
1055,2022,Summer,3.05
1055,2022,Fall,2.825
1055,2023,Spring,2.914
1055,2023,Summer,3.057
1055,2023,Fall,3.002
1055,2024,Spring,3.026
1055,2024,Summer,2.944
1055,2024,Fall,3.012
1055,2025,Spring,2.85
1055,2025,Summer,2.819
1055,2025,Fall,2.691
1056,2020,Spring,2.494
1056,2020,Summer,2.231
1056,2020,Fall,2.452
1056,2021,Spring,2.344
1056,2021,Summer,2.718
1056,2021,Fall,2.608
1056,2022,Spring,2.343
